,class,RefusedBequest
891,com.badlogic.gdx.tools.particleeditor.GradientPanel.GradientEditor.8,0.0
892,com.badlogic.gdx.tests.DecalTest,0.0
893,com.badlogic.gdx.graphics.g3d.utils.DepthShaderProvider,0.0
894,com.badlogic.gdx.graphics.glutils.GLFrameBuffer.FloatFrameBufferBuilder,0.0
895,com.badlogic.gdx.tests.g3d.shadows.utils.FrustumLightFilter,0.0
896,com.badlogic.gdx.backends.gwt.preloader.FileWrapper,0.0
897,java.nio.ShortToByteBufferAdapter,0.0
898,com.badlogic.gdx.graphics.g3d.particles.influencers.ParticleControllerInfluencer.Random.ParticleControllerPool,0.0
899,com.badlogic.gdx.graphics.g3d.particles.batches.ModelInstanceParticleBatch,0.0
900,com.badlogic.gdx.tests.android.LivewallpaperSettings,0.0
901,com.badlogic.gdx.physics.bullet.collision.btBroadphasePairSortPredicate,0.0
902,com.badlogic.gdx.physics.bullet.dynamics.btConeTwistFlags,0.0
903,com.badlogic.gdx.graphics.g2d.Sprite,0.0
904,com.badlogic.gdx.physics.bullet.linearmath.SWIGTYPE_p_btMatrixXT_float_t,0.0
905,com.badlogic.gdx.graphics.glutils.GLFrameBuffer.FrameBufferTextureAttachmentSpec,0.0
906,com.badlogic.gdx.utils.NumberUtils,0.0
907,com.badlogic.gdx.graphics.g2d.PolygonRegionLoader,0.0
908,com.badlogic.gdx.tests.I18NSimpleMessageTest,0.0
909,com.badlogic.gdx.backends.lwjgl3.audio.Wav.Music,0.0
910,com.badlogic.gdx.assets.loaders.resolvers.ResolutionFileResolver.Resolution,0.0
911,com.badlogic.gdx.utils.UBJsonReader,0.0
912,com.google.gwt.corp.compatibility.ConsolePrintStream,0.0
913,com.badlogic.gdx.backends.gwt.GwtNet.1,0.0
914,com.badlogic.gdx.physics.bullet.collision.SWIGTYPE_p_p_btDbvtProxy,0.0
915,com.badlogic.gdx.tests.DragAndDropTest,0.0
916,com.badlogic.gdx.tests.ParticleEmitterChangeSpriteTest.1,0.0
917,com.badlogic.gdx.tests.PixelsPerInchTest,0.0
918,com.badlogic.gdx.tests.StagePerformanceTest,0.0
919,com.badlogic.gdx.tests.box2d.OneSidedPlatform.1,0.0
920,com.badlogic.gdx.backends.android.AndroidGraphics,0.0
921,com.badlogic.gdx.physics.bullet.collision.btCapsuleShape,1.0
922,com.badlogic.gdx.tools.texturepacker.TexturePackerFileProcessor.6,0.0
923,com.badlogic.gdx.tools.texturepacker.TexturePackerFileProcessor.5,0.0
924,com.badlogic.gdx.tests.g3d.MultipleRenderTargetTest.RenderablePool,0.0
925,com.badlogic.gdx.tools.texturepacker.TexturePackerFileProcessor.2,0.0
926,com.badlogic.gdx.tools.texturepacker.TexturePackerFileProcessor.1,0.0
927,com.badlogic.gdx.backends.android.AsynchronousSound.6,0.0
928,com.badlogic.gdx.tools.texturepacker.TexturePackerFileProcessor.4,0.0
929,com.badlogic.gdx.backends.android.AsynchronousSound.5,0.0
930,com.badlogic.gdx.tools.texturepacker.TexturePackerFileProcessor.3,0.0
931,com.badlogic.gdx.backends.android.AsynchronousSound.4,0.0
932,com.badlogic.gdx.graphics.profiling.GLInterceptor,0.0
933,com.badlogic.gdx.tests.box2d.Pyramid,0.0
934,com.badlogic.gdx.backends.android.AsynchronousSound.3,0.0
935,com.badlogic.gdx.tools.particleeditor.CustomShadingPanel,0.0
936,com.badlogic.gdx.tests.RunnablePostTest,0.0
937,com.badlogic.gdx.backends.android.AsynchronousSound.2,0.0
938,com.badlogic.gdx.backends.android.AsynchronousSound.1,0.0
939,com.badlogic.gdx.net.HttpRequestBuilder,0.0
940,com.badlogic.gdx.tests.BulletTestCollection,0.0
941,org.jbox2d.collision.Distance.SimplexVertex,0.0
942,com.badlogic.gdx.physics.bullet.collision.btInternalTriangleIndexCallback,0.0
943,com.badlogic.gdx.tests.SimpleStageCullingTest,0.0
944,java.io.RandomAccessFile,0.0
945,com.badlogic.gdx.physics.bullet.collision.btGenericPoolAllocator,0.0
946,com.badlogic.gdx.assets.loaders.MusicLoader.MusicParameter,0.0
947,com.badlogic.gdx.physics.bullet.collision.ICollide,0.0
948,com.badlogic.gdx.math.Interpolation.BounceOut,0.0
949,com.badlogic.gdx.utils.reflect.ClassReflection,0.0
950,com.badlogic.gdx.tools.FileProcessor.2,0.0
951,com.badlogic.gdx.tools.FileProcessor.1,0.0
952,com.badlogic.gdx.graphics.g3d.particles.influencers.ParticleControllerInfluencer,1.0
953,com.badlogic.gdx.utils.LongMap.Keys,0.0
954,com.badlogic.gdx.tools.ktx.KTXProcessor.KTXProcessorListener,0.0
955,com.badlogic.gdx.physics.box2d.joints.MotorJoint,0.0
956,org.jbox2d.particle.ParticleDef,0.0
957,com.badlogic.gdx.tests.SpriteBatchShaderTest,0.0
958,com.badlogic.gdx.physics.bullet.collision.btGhostPairCallback,1.0
959,com.badlogic.gdx.physics.bullet.linearmath.SWIGTYPE_p_btAlignedObjectArrayT_btRigidBodyFloatData_p_t,0.0
960,com.badlogic.gdx.tests.g3d.BaseG3dHudTest,0.0
961,com.badlogic.gdx.physics.bullet.linearmath.LinearMath.2,0.0
962,com.badlogic.gdx.tests.bullet.ConstraintsTest,0.0
963,com.badlogic.gdx.physics.bullet.linearmath.LinearMath.1,0.0
964,com.badlogic.gdx.physics.bullet.linearmath.LinearMath.4,0.0
965,com.badlogic.gdx.physics.bullet.linearmath.btSerializationFlags,0.0
966,com.badlogic.gdx.physics.bullet.linearmath.LinearMath.3,0.0
967,com.badlogic.gdx.tests.BitmapFontMetricsTest,0.0
968,com.badlogic.gdx.physics.bullet.softbody.btSoftJointBodyType,0.0
969,com.badlogic.gdx.backends.android.DefaultAndroidInput.3.8,0.0
970,com.badlogic.gdx.graphics.g3d.particles.ParticleChannels.ColorInitializer,0.0
971,com.badlogic.gdx.backends.android.DefaultAndroidInput.3.6,0.0
972,com.badlogic.gdx.tools.texturepacker.TexturePacker.Settings,0.0
973,com.badlogic.gdx.backends.android.DefaultAndroidInput.3.4,0.0
974,com.badlogic.gdx.physics.bullet.extras.MultiBodyNameMap,0.0
975,com.badlogic.gdx.scenes.scene2d.ui.Skin.TintedDrawable,0.0
976,com.badlogic.gdx.utils.async.AsyncTask,0.0
977,com.badlogic.gdx.tools.flame.TexturePanel.1,0.0
978,com.badlogic.gdx.math.FloatCounter,0.0
979,com.badlogic.gdx.physics.bullet.softbody.btSoftBodyJointData,0.0
980,org.jbox2d.common.RaycastResult,0.0
981,com.badlogic.gdx.graphics.g2d.ParticleEmitter,0.0
982,com.badlogic.gdx.maps.tiled.TiledMapTileLayer,0.0
983,com.badlogic.gdx.setup.ExternalExtensionsDialog,0.0
984,com.badlogic.gdx.math.Bezier,0.0
985,com.badlogic.gdx.utils.IntIntMap.Entry,0.0
986,com.badlogic.gdx.physics.bullet.linearmath.btQuadWord,0.0
987,com.badlogic.gdx.physics.bullet.extras.CloneTreeCreator,0.0
988,com.badlogic.gdx.tests.SpriteBatchOriginScaleTest,0.0
989,org.jbox2d.collision.Collision.EPCollider.VertexType,0.0
990,com.badlogic.gdx.net.ServerSocketHints,0.0
991,com.badlogic.gdx.graphics.g3d.utils.shapebuilders.BaseShapeBuilder,0.0
992,WheelJointDef,0.0
993,com.badlogic.gdx.tests.android.ZipFileHandleResolver,0.0
994,com.badlogic.gdx.physics.bullet.collision.btAxisSweep3InternalShort,0.0
995,com.badlogic.gdx.physics.bullet.linearmath.btIDebugDraw.DebugDrawModes,0.0
996,com.badlogic.gdx.scenes.scene2d.ui.Skin.4,0.0
997,com.badlogic.gdx.tools.texturepacker.MaxRectsPacker.BinarySearch,0.0
998,com.badlogic.gdx.maps.objects.PolylineMapObject,0.0
999,com.badlogic.gdx.scenes.scene2d.ui.Skin.5,0.0
1000,com.badlogic.gdx.utils.compression.lzma.Decoder.LenDecoder,0.0
1001,com.badlogic.gdx.backends.iosrobovm.DefaultIOSInput.KeyEvent,0.0
1002,com.badlogic.gdx.physics.bullet.dynamics.btWheelInfo.RaycastInfo,0.0
1003,com.badlogic.gdx.math.Interpolation.Pow,0.0
1004,com.badlogic.gdx.tools.flame.PreAlpha,0.0
1005,com.badlogic.gdx.physics.bullet.softbody.btSoftBodySolverOutput,0.0
1006,com.badlogic.gdx.physics.bullet.collision.btConvexPointCloudShape,1.0
1007,com.badlogic.gdx.physics.bullet.collision.btQuantizedBvhTree,0.0
1008,com.badlogic.gdx.utils.compression.Lzma,0.0
1009,com.badlogic.gdx.assets.loaders.ModelLoader.ModelParameters,0.0
1010,com.badlogic.gdx.graphics.g3d.particles.batches.ParticleBatch,0.0
1011,com.badlogic.gdx.scenes.scene2d.ui.Skin.2,0.0
1012,com.badlogic.gdx.scenes.scene2d.ui.Skin.3,0.0
1013,java.nio.ReadOnlyBufferException,0.0
1014,com.badlogic.gdx.scenes.scene2d.ui.Skin.1,0.0
1015,java.nio.DirectReadWriteShortBufferAdapter,0.0
1016,com.badlogic.gdx.scenes.scene2d.ui.TextField.TextFieldClickListener,0.0
1017,com.badlogic.gdx.backends.android.AndroidGraphicsLiveWallpaper.1,0.0
1018,com.badlogic.gdx.backends.iosrobovm.IOSFiles,0.0
1019,com.badlogic.gdx.utils.Queue.QueueIterable,0.0
1020,java.nio.HasArrayBufferView,0.0
1021,com.badlogic.gdx.physics.bullet.collision.btConvexTriangleCallback,1.0
1022,com.badlogic.gdx.utils.ObjectFloatMap.Entries,0.0
1023,com.badlogic.gwtref.client.IReflectionCache,0.0
1024,com.badlogic.gdx.tests.net.PingPongSocketExample.1,0.0
1025,com.badlogic.gdx.tools.flame.TextureLoaderPanel.1,0.0
1026,java.nio.StringByteBuffer,0.0
1027,com.badlogic.gdx.tools.flame.TextureLoaderPanel.2,0.0
1028,com.badlogic.gdx.utils.XmlWriter,0.0
1029,com.badlogic.gdx.tools.flame.TextureLoaderPanel.3,0.0
1030,com.badlogic.gdx.tools.flame.TextureLoaderPanel.4,0.0
1031,com.badlogic.gdx.tests.ClipboardTest,0.0
1032,com.badlogic.gdx.scenes.scene2d.ui.Tree,0.0
1033,com.badlogic.gdx.tests.extensions.FreeTypeAtlasTest.FontStyle,0.0
1034,com.badlogic.gdx.backends.lwjgl.LwjglApplet,0.0
1035,com.badlogic.gdx.backends.lwjgl3.audio.Mp3.Sound,0.0
1036,com.badlogic.gdx.backends.lwjgl.audio.LwjglAudio,0.0
1037,com.badlogic.gdx.graphics.glutils.InstanceBufferObject,0.0
1038,com.badlogic.gdx.physics.bullet.dynamics.btLemkeAlgorithm,0.0
1039,org.jbox2d.dynamics.Fixture,0.0
1040,com.badlogic.gdx.physics.box2d.ContactFilter,0.0
1041,com.badlogic.gdx.tests.box2d.Bridge,0.0
1042,com.badlogic.gdx.tools.flame.DynamicsInfluencerPanel.5,0.0
1043,com.badlogic.gdx.tools.flame.DynamicsInfluencerPanel.4,0.0
1044,com.badlogic.gdx.physics.bullet.softbody.btSoftBody.RContact,0.0
1045,com.badlogic.gdx.tools.flame.DynamicsInfluencerPanel.3,0.0
1046,com.badlogic.gdx.tools.flame.DynamicsInfluencerPanel.2,0.0
1047,java.io.DataInputStream,0.0
1048,com.badlogic.gdx.tools.flame.DynamicsInfluencerPanel.1,0.0
1049,com.badlogic.gdx.graphics.g3d.Renderable,0.0
1050,com.badlogic.gdx.assets.AssetLoaderParameters.LoadedCallback,0.0
1051,com.badlogic.gdx.utils.ObjectMap.MapIterator,0.0
1052,com.badlogic.gdx.maps.objects.EllipseMapObject,0.0
1053,com.badlogic.gdx.InputEventQueue,0.0
1054,com.badlogic.gdx.graphics.g3d.particles.ResourceData.SaveData,0.0
1055,com.badlogic.gdx.tests.bullet.ContactCallbackTest,0.0
1056,com.badlogic.gdx.physics.bullet.inversedynamics.InverseDynamics,0.0
1057,com.badlogic.gdx.scenes.scene2d.ui.SplitPane,0.0
1058,com.badlogic.gdx.physics.bullet.collision.ContactCallbackEvent,0.0
1059,com.badlogic.gdx.backends.android.AndroidDaydream,0.0
1060,com.badlogic.gdx.physics.bullet.linearmath.btConvexHullComputer,0.0
1061,com.badlogic.gdx.physics.bullet.linearmath.SWIGTYPE_p_btAlignedObjectArrayT_btSoftBodyFloatData_p_t,0.0
1062,com.badlogic.gdx.backends.lwjgl.audio.Mp3.Music,0.0
1063,com.badlogic.gdx.physics.bullet.Bullet.1,0.0
1064,com.badlogic.gdx.physics.bullet.collision.btGimQuantizedBvhNodeArray.less,0.0
1065,com.google.gwt.webgl.client.WebGLUtil,0.0
1066,com.badlogic.gdx.utils.Json.FieldMetadata,0.0
1067,com.badlogic.gdx.tests.TextureDownloadTest,0.0
1068,com.badlogic.gdx.tests.TiledMapAnimationLoadingTest,0.0
1069,com.badlogic.gdx.tools.texturepacker.ColorBleedEffect.Mask,0.0
1070,org.jbox2d.collision.TimeOfImpact,0.0
1071,com.badlogic.gdx.tests.g3d.SkeletonTest,0.0
1072,com.badlogic.gdx.backends.iosrobovm.IOSPreferences,0.0
1073,com.badlogic.gdx.backends.android.DefaultAndroidInput.SensorListener,0.0
1074,com.badlogic.gdx.assets.loaders.TextureAtlasLoader.TextureAtlasParameter,0.0
1075,com.badlogic.gdx.tests.TimeUtilsTest,0.0
1076,com.badlogic.gdx.graphics.g3d.particles.ResourceData.Configurable,0.0
1077,org.jbox2d.particle.ParticleType,0.0
1078,com.badlogic.gdx.tests.g3d.TextureArrayTest,0.0
1079,com.badlogic.gdx.physics.bullet.collision.btTetrahedronShapeEx,0.0
1080,com.badlogic.gdx.tools.hiero.Hiero.1FontUpdateListener,0.0
1081,com.badlogic.gdx.tests.g3d.voxel.VoxelWorld,0.0
1082,org.jbox2d.collision.Collision,0.0
1083,com.badlogic.gdx.physics.box2d.joints.WheelJointDef,0.0
1084,com.badlogic.gdx.graphics.g3d.particles.ParticleChannels.ScaleInitializer,0.0
1085,com.badlogic.gdx.utils.IntMap.Keys,0.0
1086,com.badlogic.gdx.physics.box2d.joints.RevoluteJointDef,0.0
1087,com.badlogic.gdx.physics.bullet.softbody.SWIGTYPE_p_btAlignedObjectArrayT_bool_t,0.0
1088,RayCastCallback,0.0
1089,com.badlogic.gdx.tests.bullet.CollisionTest.TestContactResultCallback,0.0
1090,com.badlogic.gdx.tests.bullet.BasicShapesTest,0.0
1091,com.badlogic.gdx.physics.bullet.softbody.btSoftBodySolver,0.0
1092,com.badlogic.gdx.tests.g3d.HeightMapTest,0.0
1093,com.badlogic.gdx.backends.android.surfaceview.GLSurfaceView20.1,0.0
1094,com.badlogic.gdx.backends.android.AndroidAudioDevice,0.0
1095,com.badlogic.gdx.backends.headless.HeadlessApplicationConfiguration,0.0
1096,com.badlogic.gdx.scenes.scene2d.actions.AddAction,0.0
1097,com.badlogic.gdx.physics.bullet.collision.btCollisionAlgorithm,0.0
1098,com.badlogic.gdx.utils.Array,0.0
1099,com.badlogic.gdx.physics.bullet.collision.btSphereShape,1.0
1100,com.badlogic.gdx.tools.flame.ImagePanel,0.0
1101,com.badlogic.gdx.graphics.glutils.FloatTextureData,0.0
1102,org.jbox2d.dynamics.SolverData,0.0
1103,com.badlogic.gdx.utils.LongMap.Entries,0.0
1104,com.badlogic.gdx.maps.tiled.TiledMap,0.0
1105,com.badlogic.gdx.physics.bullet.dynamics.btDefaultVehicleRaycaster,0.0
1106,com.badlogic.gdx.physics.bullet.softbody.btSoftBodyRigidBodyCollisionConfiguration,0.0
1107,com.badlogic.gdx.graphics.g3d.particles.ParticleEffectLoader.ParticleEffectSaveParameter,0.0
1108,java.nio.ReadOnlyShortArrayBuffer,0.0
1109,com.badlogic.gdx.physics.bullet.extras.CoilCreator,0.0
1110,com.badlogic.gdx.backends.gwt.preloader.AssetDownloader.AssetLoaderListener,0.0
1111,com.badlogic.gdx.maps.tiled.TiledMapTileSet,0.0
1112,com.badlogic.gdx.backends.gwt.GwtInput,0.0
1113,com.badlogic.gdx.physics.bullet.dynamics.btDiscreteDynamicsWorldMt,0.0
1114,com.badlogic.gdx.tests.AnnotationTest.AnnotatedClass,0.0
1115,com.badlogic.gdx.graphics.g3d.particles.renderers.ParticleControllerRenderData,0.0
1116,com.badlogic.gdx.physics.box2d.QueryCallback,0.0
1117,com.badlogic.gdx.scenes.scene2d.utils.DragAndDrop.Target,0.0
1118,com.badlogic.gdx.graphics.g3d.particles.ParticleShader.AlignMode,0.0
1119,com.badlogic.gdx.graphics.g2d.SpriteCache,0.0
1120,com.badlogic.gdx.assets.RefCountedContainer,0.0
1121,com.badlogic.gdx.math.Interpolation.ElasticOut,0.0
1122,com.badlogic.gdx.scenes.scene2d.Group,0.0
1123,com.badlogic.gdx.utils.JsonWriter.OutputType,0.0
1124,com.badlogic.gdx.graphics.PixmapIO.PNG,0.0
1125,com.badlogic.gdx.backends.gwt.GwtCursor,0.0
1126,java.lang.ClassNotFoundException,0.0
1127,com.badlogic.gdx.backends.lwjgl3.Sync.RunningAvg,0.0
1128,com.badlogic.gdx.physics.bullet.collision.SWIGTYPE_p_btAlignedObjectArrayT_btDbvt__sStkNN_t,0.0
1129,com.badlogic.gdx.tests.ScrollPaneWithDynamicScrolling,0.0
1130,com.badlogic.gdx.backends.lwjgl3.Lwjgl3Window.5.6,0.0
1131,com.badlogic.gdx.physics.bullet.dynamics.btTypedConstraint.btConstraintInfo1,0.0
1132,com.badlogic.gdx.physics.bullet.dynamics.btTypedConstraint.btConstraintInfo2,0.0
1133,com.badlogic.gdx.backends.iosrobovm.custom.UIAcceleration.UIAccelerationPtr,0.0
1134,com.badlogic.gdx.physics.box2d.Joint,0.0
1135,java.nio.DirectByteBuffer,0.0
1136,com.badlogic.gdx.backends.lwjgl.LwjglGL30,0.0
1137,com.badlogic.gdx.utils.PerformanceCounters,0.0
1138,com.badlogic.gdx.physics.bullet.extras.User2InternalIndex,0.0
1139,com.badlogic.gdx.backends.android.DefaultAndroidInput.10,0.0
1140,org.jbox2d.dynamics.joints.Joint,0.0
1141,com.badlogic.gdx.physics.bullet.collision.ConvexResultCallback,0.0
1142,com.badlogic.gdx.graphics.g3d.model.data.ModelMesh,0.0
1143,com.badlogic.gdx.physics.bullet.softbody.btSoftColliders.CollideSDF_RS,0.0
1144,com.badlogic.gdx.physics.bullet.linearmath.btPointerUid,0.0
1145,com.badlogic.gdx.physics.bullet.softbody.btSoftBody.eAeroModel.EnumFlagType,0.0
1146,java.nio.CharBuffer,0.0
1147,com.badlogic.gdx.tools.flame.TexturePanel,0.0
1148,com.badlogic.gdx.tests.ParallaxTest,0.0
1149,com.badlogic.gdx.backends.lwjgl.LwjglGL20,0.0
1150,com.badlogic.gdx.math.Vector,0.0
1151,com.badlogic.gdx.audio.AudioRecorder,0.0
1152,com.badlogic.gdx.graphics.g3d.utils.MeshPartBuilder,0.0
1153,com.badlogic.gdx.math.Plane.PlaneSide,0.0
1154,com.badlogic.gdx.backends.lwjgl3.Lwjgl3Window.11,0.0
1155,com.badlogic.gdx.physics.bullet.dynamics.SWIGTYPE_p_f_p_btDynamicsWorld_float__void,0.0
1156,com.badlogic.gdx.backends.gwt.preloader.Preloader.1.2,0.0
1157,com.badlogic.gdx.tools.flame.GradientPanel.ColorSlider.9,0.0
1158,com.badlogic.gdx.tests.extensions.InternationalFontsTest,0.0
1159,com.badlogic.gdx.graphics.glutils.GLVersion,0.0
1160,com.badlogic.gdx.Graphics.DisplayMode,0.0
1161,com.badlogic.gdx.tests.BitmapFontDistanceFieldTest.DistanceFieldShader,0.0
1162,com.badlogic.gdx.physics.bullet.softbody.btSoftColliders,0.0
1163,com.badlogic.gdx.tests.gles3.InstancedRenderingTest,0.0
1164,com.badlogic.gdx.utils.ObjectFloatMap.MapIterator,0.0
1165,org.jbox2d.dynamics.contacts.ContactSolver,0.0
1166,com.badlogic.gdx.physics.bullet.collision.btTriangleShape,1.0
1167,com.badlogic.gdx.physics.bullet.softbody.SoftBodyLinkData,0.0
1168,com.badlogic.gdx.physics.bullet.collision.SWIGTYPE_p_f_p_void__void,0.0
1169,com.badlogic.gdx.scenes.scene2d.ui.ProgressBar,0.0
1170,com.badlogic.gdx.tests.lwjgl.LwjglDebugStarter,0.0
1171,com.badlogic.gdx.physics.bullet.collision.ClosestRayResultCallback,0.0
1172,com.badlogic.gdx.tools.flame.LoaderButton.Listener,0.0
1173,com.badlogic.gdx.graphics.g3d.ModelInstance,0.0
1174,com.badlogic.gdx.graphics.g2d.freetype.FreeTypeFontGenerator,0.0
1175,org.jbox2d.dynamics.Island,0.0
1176,com.badlogic.gdx.scenes.scene2d.actions.DelegateAction,0.0
1177,com.badlogic.gdx.graphics.g3d.particles.influencers.ColorInfluencer,0.0
1178,com.badlogic.gdx.scenes.scene2d.utils.DragAndDrop.Payload,0.0
1179,com.badlogic.gdx.physics.bullet.linearmath.btScalarArray.less,0.0
1180,com.badlogic.gdx.tests.ScrollPaneScrollBarsTest,0.0
1181,com.badlogic.gdx.physics.bullet.dynamics.SWIGTYPE_p_btAlignedObjectArrayT_btTypedConstraint_p_t,0.0
1182,com.badlogic.gdx.physics.bullet.collision.btQuantizedBvhDoubleData,0.0
1183,com.badlogic.gdx.tests.ParticleEmitterTest.1,0.0
1184,com.badlogic.gdx.tiledmappacker.TileSetLayout,0.0
1185,com.badlogic.gdx.physics.bullet.linearmath.btDefaultSerializer,0.0
1186,com.badlogic.gdx.tests.g3d.shadows.system.classical.MainShader.Inputs,0.0
1187,com.badlogic.gdx.tiledmappacker.TiledMapPackerTest.TestType,0.0
1188,com.badlogic.gdx.utils.ArrayMap,0.0
1189,com.badlogic.gdx.physics.bullet.softbody.btSoftBody.Joint.eType.EnumFlagType,0.0
1190,com.badlogic.gdx.tools.particleeditor.ParticleEditor.Renderer,0.0
1191,com.badlogic.gdx.graphics.g2d.BitmapFont,0.0
1192,com.badlogic.gdx.utils.FlushablePool,0.0
1193,com.badlogic.gdx.tests.g3d.shadows.utils.NearFarAnalyzer,0.0
1194,org.jbox2d.collision.TimeOfImpact.TOIOutput,0.0
1195,com.badlogic.gdx.scenes.scene2d.ui.Button,0.0
1196,com.badlogic.gdx.tests.SimpleStageCullingTest.CullableActor,0.0
1197,com.badlogic.gdx.backends.lwjgl3.Lwjgl3WindowConfiguration,0.0
1198,com.badlogic.gdx.backends.gwt.preloader.PreloaderBundle,0.0
1199,com.badlogic.gdx.physics.bullet.collision.btStaticPlaneShape,1.0
1200,org.jbox2d.dynamics.joints.RopeJointDef,0.0
1201,com.badlogic.gdx.tests.g3d.shadows.utils.AABBNearFarAnalyzer.RenderablePool,0.0
1202,com.badlogic.gdx.graphics.g3d.shaders.DefaultShader.Setters.ACubemap,0.0
1203,com.badlogic.gdx.backends.lwjgl3.Lwjgl3Graphics.1,0.0
1204,com.badlogic.gdx.physics.bullet.collision.btBvhSubtreeInfo,0.0
1205,com.badlogic.gdx.utils.Disposable,0.0
1206,com.badlogic.gdx.utils.QuadTreeFloat,0.0
1207,com.badlogic.gdx.tools.flame.GradientPanel,0.0
1208,com.badlogic.gdx.tools.flame.GradientPanel.ColorSlider.ColorPicker,0.0
1209,com.badlogic.gdx.graphics.g3d.environment.DirectionalLight,0.0
1210,com.badlogic.gdx.graphics.glutils.HdpiUtils,0.0
1211,com.badlogic.gdx.files.FileHandle,0.0
1212,com.badlogic.gdx.backends.gwt.GwtApplication.AgentInfo,0.0
1213,com.badlogic.gdx.physics.bullet.extras.btBulletWorldImporter,0.0
1214,com.badlogic.gdx.Input.OnscreenKeyboardType,0.0
1215,com.badlogic.gdx.tests.NoncontinuousRenderingTest,0.0
1216,com.badlogic.gdx.tests.SelectTest,0.0
1217,com.badlogic.gdx.physics.bullet.softbody.btSparseSdf3,0.0
1218,com.badlogic.gdx.graphics.g3d.attributes.IntAttribute,0.0
1219,com.badlogic.gdx.tests.gwt.client.GwtTestWrapper.GwtInstancer,0.0
1220,java.util.StringTokenizer,0.0
1221,com.badlogic.gdx.physics.bullet.collision.SWIGTYPE_p_p_btDbvtNode,0.0
1222,com.badlogic.gdx.tests.bullet.OcclusionCullingTest.CullingPolicy,0.0
1223,com.badlogic.gdx.tools.flame.RegionPickerPanel.5,0.0
1224,com.badlogic.gdx.tools.flame.RegionPickerPanel.4,0.0
1225,com.badlogic.gdx.tools.flame.RegionPickerPanel.3,0.0
1226,com.badlogic.gdx.tools.flame.RegionPickerPanel.2,0.0
1227,java.io.InputStreamReader,0.0
1228,com.badlogic.gdx.tests.lwjgl3.AwtTestLWJGL.1.2,0.0
1229,com.badlogic.gdx.setup.Language,0.0
1230,com.badlogic.gdx.tests.VBOWithVAOPerformanceTest.OldVertexBufferObjectWithVAO,0.0
1231,com.badlogic.gdx.physics.bullet.collision.btActivatingCollisionAlgorithm,0.0
1232,com.badlogic.gdx.tools.flame.RegionPickerPanel.1,0.0
1233,com.badlogic.gdx.backends.iosrobovm.IOSInput,0.0
1234,com.badlogic.gdx.physics.bullet.collision.btCollisionObjectArray.less,0.0
1235,com.badlogic.gdx.tools.flame.DynamicsInfluencerPanel,0.0
1236,com.badlogic.gdx.physics.bullet.dynamics.btMultiBodyFloatData,0.0
1237,com.badlogic.gdx.scenes.scene2d.actions.RelativeTemporalAction,0.0
1238,com.badlogic.gdx.assets.loaders.TextureLoader.TextureParameter,0.0
1239,com.badlogic.gwtref.gen.ReflectionCacheSourceCreator.SwitchedCodeBlockByString,0.0
1240,com.badlogic.gdx.audio.Sound,0.0
1241,com.badlogic.gdx.graphics.g3d.shaders.DefaultShader.Setters.9,0.0
1242,com.badlogic.gdx.graphics.g3d.shaders.DefaultShader.Setters.8,0.0
1243,com.badlogic.gdx.graphics.g3d.shaders.DefaultShader.Setters.7,0.0
1244,com.badlogic.gdx.graphics.g3d.shaders.DefaultShader.Setters.6,0.0
1245,com.badlogic.gdx.graphics.g3d.shaders.DefaultShader.Setters.5,0.0
1246,com.badlogic.gdx.backends.gwt.DefaultGwtInput.1,0.0
1247,com.badlogic.gdx.graphics.g3d.shaders.DefaultShader.Setters.4,0.0
1248,org.jbox2d.particle.StackQueue,0.0
1249,com.badlogic.gdx.graphics.g3d.shaders.DefaultShader.Setters.3,0.0
1250,com.badlogic.gdx.tests.IosTestWrapper,0.0
1251,com.badlogic.gdx.graphics.g3d.shaders.DefaultShader.Setters.2,0.0
1252,com.badlogic.gdx.graphics.g3d.shaders.DefaultShader.Setters.1,0.0
1253,com.badlogic.gdx.utils.Json,0.0
1254,com.badlogic.gdx.physics.bullet.linearmath.btConvexSeparatingDistanceUtil,0.0
1255,com.badlogic.gdx.utils.SortedIntList.Node,0.0
1256,com.badlogic.gdx.tests.Affine2Test,0.0
1257,com.badlogic.gdx.backends.android.surfaceview.GLSurfaceView20.ConfigChooser,0.0
1258,com.badlogic.gdx.physics.box2d.JointDef,0.0
1259,com.badlogic.gdx.physics.bullet.softbody.btSoftBody.AJoint.Specs,0.0
1260,com.badlogic.gdx.graphics.g2d.Animation,0.0
1261,com.badlogic.gdx.Input.Peripheral,0.0
1262,com.badlogic.gdx.physics.bullet.DebugDrawer,0.0
1263,com.badlogic.gdx.tests.g3d.shadows.system.classical.MainShaderProvider,0.0
1264,com.badlogic.gdx.physics.bullet.dynamics.btSolve2LinearConstraint,0.0
1265,com.badlogic.gdx.input.GestureDetector.1,0.0
1266,com.badlogic.gdx.physics.bullet.collision.btConvexPolyhedron,0.0
1267,com.badlogic.gdx.tests.ScrollPane2Test.1,0.0
1268,com.badlogic.gdx.scenes.scene2d.actions.CountdownEventAction,0.0
1269,com.badlogic.gdx.tests.superkoalio.SuperKoalio.Koala,0.0
1270,com.badlogic.gdx.backends.gwt.DefaultGwtInput.3,0.0
1271,com.badlogic.gdx.backends.gwt.DefaultGwtInput.2,0.0
1272,com.badlogic.gdx.physics.bullet.collision.btDispatcher,0.0
